PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,Cluster
7.435321400028241,-1.3564862165143563,-1.0947182906964597,-1.1913439524656002,2.378262833797459,-1.030511927344543,0.7823586762527713,1.2541540164787297,1.3801629446646841,-1.6904663150434205,-0.8187431595444189,-0.5681061861687323,-0.573098852246846,-0.3544364952346597,-0.21913891326744345,0.12154788811870754,-0.059628392412246066,-0.6035960095047327,-0.2915507134196385,-0.34651066335954744,-0.2334729979847568,2
2.8421619308183983,-0.3764776863772127,-0.9226171241040351,1.2728306884406495,0.07820822707476859,-2.3812559917636396,0.5556712684176752,2.702060308895549,0.6273269643730359,0.22310799461091635,0.196561315929641,-0.8996105082757467,0.40331586779883105,-0.8111664339819643,-0.6705035627283924,-0.3794712354669443,-0.42911197028752096,1.0519990499118408,-0.12030330133304698,0.01670138748101594,0.5527633535157147,2
-3.378937578708467,-2.156589496868865,-4.14098227747555,-0.7106341153571529,-1.1425493245017921,-1.3034978221328386,0.2521809701179854,-0.7590331512554075,1.6545241969980826,2.9258708171551717,0.0713676467086313,-0.7524719146056197,-0.17869603327150663,0.39427684865877005,-0.340603074686303,0.7574875254026123,-0.19931923455290404,-0.2238806842437419,0.13418131840626285,-0.7414776159909534,-1.1919160908226125,1
3.945651452932465,-0.305270237277604,-1.5587765485337872,1.0377203316395243,0.04427821365513597,1.2066188150136823,1.1132914366192719,1.770209569895078,0.4079295340137575,0.3580965612807562,0.5029348068809915,-0.0994845773614222,-1.1275343189712923,-0.6366129298249361,0.44421562785611135,1.2886450813649493,-0.30610943441018706,-0.2405297445404028,-1.30335759953221,0.0024926784943787184,0.0588751253771207,2
2.19068509624562,0.5018551307084641,-1.8278815115035107,1.389478968196758,-2.9501430221660945,2.389877910115481,-1.7491497008037267,-0.6887997618331866,0.5141109743458754,-1.0401974739834243,-0.2950623926739242,0.8665231997996007,0.03409567342089602,0.9350017001476476,0.7062886580221073,-0.9844903921319444,-0.34532726706239314,0.6301061651887284,-0.634574229885717,-0.7192704361123381,-0.41954203451069977,2
3.3135622888025122,-0.2128695749978069,-0.6387281666736553,-0.4791843751162511,-1.670386371753389,-0.454713233697542,-0.42352916617740705,-2.3810874627519016,0.08577788930211468,1.0927872086575603,0.1942600096542716,-0.03478373818872636,0.3216045509367553,0.15463500691470072,-0.19630470049301998,1.3835881804656442,0.9080458789706706,-0.17312974255759186,0.5838777951408676,0.32753818438296695,-0.129675175263048,2
-1.2188600558247251,0.27930664890847895,0.35156156086128826,-0.37491301744650934,0.8316884494096054,0.694113945327206,-1.1631807735860862,0.5914372841447098,0.28709900285577206,-0.20615893358435866,-1.5485608185075532,-0.8636369141954993,0.5033529270577489,1.0761982773702121,-0.13497959433035425,0.9362616731925707,-1.0849916808485494,0.09549778415730811,-1.0305465231271316,0.1463729578015838,0.5143455181154961,1
-5.116027303639668,-1.3023756520010876,-1.1896106762618515,1.0518186501147366,-0.7165145556479631,1.6257091512209807,-0.4147524249450903,1.5175142303278373,-0.14996155160829688,0.5339741668085869,-0.5964706960988999,-0.4367119963676404,-1.1784142160927158,0.01987244431653791,0.23547599029686495,-0.06828392834671326,0.6549796813238827,0.5783698530748056,-0.014350564242272278,0.3254321482996746,0.2681152395502147,0
3.342876580171789,-0.243077261826395,0.7012858769691733,2.3133676251312774,0.29012379182621034,-1.2211141083009844,0.1775538246439103,-1.7064445044047505,-0.40239755270579025,-0.3447091469850244,-0.9834569534600385,0.3827560562007548,-0.6731103583954338,0.5884347934161883,0.17530831039501293,-0.10291970701753396,-0.2457452642108303,0.6064396392350444,-0.04663724721787214,0.19216116600430835,0.23840325103493012,2
-2.1408263605938593,-1.2756881110597236,4.237753990334911,-1.292212423670936,-1.5990352892177704,-0.18145663066374915,-0.9663339622182876,0.01800354148602861,0.676952849328383,0.5344611251637157,1.1230680368707724,-0.1460383380273066,1.0159012477214133,1.4658532292411672,0.8595394093656196,0.11556018368760361,0.20671837060372,-0.08261128311811737,-0.3361336147325955,0.33092107594907816,0.16344140540452282,1
